chr1	221943068	24287703	24320916	+	chr1	248956422	25329044	25362400	18974	33356	255	cm:i:2711
chr1	221943068	29297837	29890732	+	chr1	248956422	30369996	30969643	387601	599647	255	cm:i:59000
chr1	221943068	29987383	30458344	+	chr1	248956422	31066290	31509140	258750	470961	255	cm:i:38679
chr1	221943068	31346597	42787521	+	chr1	248956422	32413071	43837640	7912692	11440924	255	cm:i:1216908
chr1	221943068	45858838	46089406	+	chr1	248956422	46920216	47131050	127651	230568	255	cm:i:18592
chr1	221943068	47113308	48237653	+	chr1	248956422	48156189	49282844	825615	1126655	255	cm:i:126740
chr1	221943068	49349079	49530625	+	chr1	248956422	50393247	50574321	134617	181546	255	cm:i:20663
chr1	221943068	49685490	53679994	+	chr1	248956422	50731261	54726731	2677996	3995470	255	cm:i:406511
chr1	221943068	57230596	72248044	+	chr1	248956422	58275055	73292081	10704590	15017448	255	cm:i:1618481
chr1	221943068	74339356	74762620	+	chr1	248956422	75388279	75806906	273528	423264	255	cm:i:40485
chr1	221943068	75071551	75147080	+	chr1	248956422	76113384	76189005	34376	75621	255	cm:i:5268
chr1	221943068	77223147	77338417	+	chr1	248956422	78270136	78385691	81673	115555	255	cm:i:12343
chr1	221943068	77532177	78284507	+	chr1	248956422	78574835	79335527	526538	760692	255	cm:i:78203
chr1	221943068	102672282	102718298	+	chr1	248956422	103735829	103766542	7856	46016	255	cm:i:926
chr1	221943068	125351393	125820345	+	chr1	248956422	151906027	152356362	314356	468952	255	cm:i:47657
chr1	221943068	125896296	129135498	+	chr1	248956422	152435918	155692349	2142794	3256431	255	cm:i:326677
chr1	221943068	129443272	131004634	+	chr1	248956422	156000967	157543071	1026155	1561362	255	cm:i:159344
chr1	221943068	134954652	135056759	+	chr1	248956422	161495089	161601653	72237	106564	255	cm:i:10909
chr1	221943068	168776963	169064393	+	chr1	248956422	195332499	195622692	186360	290193	255	cm:i:27092
chr1	221943068	169153868	169599018	+	chr1	248956422	195708300	196151872	307177	445150	255	cm:i:44740
chr1	221943068	170398848	180728770	+	chr1	248956422	196947861	207274186	7354889	10329922	255	cm:i:1128160
chr1	221943068	180981607	184456805	+	chr1	248956422	207534232	210996995	2552783	3475198	255	cm:i:390681
chr1	221943068	189020793	189379915	+	chr1	248956422	215559795	215918862	263280	359122	255	cm:i:39944
chr1	221943068	191158193	192268865	+	chr1	248956422	217696525	218805571	776017	1110672	255	cm:i:117114
chr1	221943068	193322251	194305853	+	chr1	248956422	219867571	220846902	681084	983602	255	cm:i:102938
chr1	221943068	194460137	195926071	+	chr1	248956422	220996955	222472306	1073721	1475351	255	cm:i:162334
chr1	221943068	119559554	119579294	+	chr1	248956422	146149138	146168499	14768	19740	255	cm:i:2326
chr1	221943068	136352746	137035989	+	chr1	248956422	162957620	163639994	507353	683243	255	cm:i:76723
chr1	221943068	137587335	139637847	+	chr1	248956422	164191607	166242773	1497585	2051166	255	cm:i:230048
chr1	221943068	139875988	140187405	+	chr1	248956422	166480347	166780119	143600	311417	255	cm:i:20982
chr1	221943068	140590721	147005527	+	chr1	248956422	167195725	173585332	4511452	6414806	255	cm:i:681617
chr1	221943068	147602146	149739380	+	chr1	248956422	174188677	176343678	1498935	2155001	255	cm:i:226727
chr1	221943068	150809883	151028374	+	chr1	248956422	177414118	177633916	152437	219798	255	cm:i:23044
chr1	221943068	155799195	162093094	+	chr1	248956422	182399626	188672494	4455665	6293899	255	cm:i:671992
chr1	221943068	162178795	162697472	+	chr1	248956422	188758281	189279049	350411	520768	255	cm:i:50248
chr1	221943068	162983736	164778127	+	chr1	248956422	189566247	191362009	1264093	1795762	255	cm:i:183709
chr1	221943068	165925494	165950259	+	chr1	248956422	192506634	192531432	18916	24798	255	cm:i:2861
chr1	221943068	168325986	168726352	+	chr1	248956422	194905425	195324925	279860	419500	255	cm:i:40571
chr1	221943068	169599127	170408969	+	chr1	248956422	196180791	197004834	523684	824043	255	cm:i:77497
chr1	221943068	15859950	20416042	+	chr1	248956422	16869669	21427903	3158119	4558234	255	cm:i:480829
chr1	221943068	42787680	45350171	+	chr1	248956422	43802549	46349493	1659462	2562491	255	cm:i:254878
chr1	221943068	45830547	45874164	+	chr1	248956422	46837942	46883216	11597	45274	255	cm:i:1590
chr1	221943068	79188450	79258575	+	chr1	248956422	80187734	80257773	53470	70125	255	cm:i:8043
chr1	221943068	79941329	85840206	+	chr1	248956422	80945265	86838780	4269070	5898877	255	cm:i:647241
chr1	221943068	85892781	86054205	+	chr1	248956422	86891351	87060055	81410	168704	255	cm:i:12181
chr1	221943068	88090085	89478235	+	chr1	248956422	89097937	90477201	957922	1388150	255	cm:i:145246
chr1	221943068	89894537	90046762	+	chr1	248956422	90894013	91046817	108908	152804	255	cm:i:16349
chr1	221943068	204107587	209392328	+	chr1	248956422	231231657	236498118	3634429	5284741	255	cm:i:549232
chr1	221943068	209521353	210986174	+	chr1	248956422	236628256	238092197	953252	1464821	255	cm:i:143357
chr1	221943068	211040176	211141811	+	chr1	248956422	238146691	238248038	73445	101635	255	cm:i:10858
chr1	221943068	212075771	212822748	+	chr1	248956422	239186903	239931584	537874	746977	255	cm:i:81013
chr1	221943068	212993103	215249953	+	chr1	248956422	240117391	242365522	1534034	2256850	255	cm:i:230052
chr1	221943068	123279811	123477035	+	chr1	248956422	149850317	150044990	101945	197224	255	cm:i:15922
chr1	221943068	123675691	124699442	+	chr1	248956422	150245484	151274515	608538	1029031	255	cm:i:92540
chr1	221943068	128657002	128677465	+	chr1	248956422	155230976	155246784	7605	20463	255	cm:i:1114
chr1	221943068	146921998	147602108	+	chr1	248956422	173501491	174180186	367175	680110	255	cm:i:54150
chr1	221943068	162046119	162211816	+	chr1	248956422	188624869	188791508	88501	166639	255	cm:i:12658
chr1	221943068	162689618	162983592	+	chr1	248956422	189265559	189558673	179021	293974	255	cm:i:25737
chr1	221943068	164784149	168345978	+	chr1	248956422	191362261	194924466	2471721	3562205	255	cm:i:364434
chr1	221943068	170185625	170216433	+	chr1	248956422	196764817	196788702	11468	30808	255	cm:i:1634
chr1	221943068	184893300	187635408	+	chr1	248956422	211466499	214203354	1943573	2742108	255	cm:i:297294
chr1	221943068	188025896	188893920	+	chr1	248956422	214600160	215472493	630649	872333	255	cm:i:94670
chr1	221943068	197037240	197315973	+	chr1	248956422	223608952	223888824	195322	279872	255	cm:i:29719
chr1	221943068	24287703	24320916	+	chr1	248956422	25329044	25362400	18974	33356	255	cm:i:2711
chr1	221943068	46284168	47113274	+	chr1	248956422	47321326	48150106	629633	829106	255	cm:i:98009
chr1	221943068	48231461	48735918	+	chr1	248956422	49269584	49772249	334737	504457	255	cm:i:50112
chr1	221943068	48843831	49348840	+	chr1	248956422	49881427	50386935	372247	505508	255	cm:i:57487
chr1	221943068	49539155	49685475	+	chr1	248956422	50574342	50721057	97802	146715	255	cm:i:14796
